,ID commande,Payment date,Nom du fabricant,Product Category Default,Article,Code postal (Facture),Ville (Facture)
32096,4698,09.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,Piment doux du pays basque (250g),64240.0,Mendionde
32097,4698,09.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64240.0,Mendionde
32098,4698,09.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64240.0,Mendionde
32099,4698,09.10.2019, FERME ESNEKIAK,CRÈMERIE,Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,64240.0,Mendionde
32100,4699,09.10.2019, FERME IXURIBEHEREA,FRUITS & LÉGUMES,pommes Eri sagarra (1kg),64250.0,Cambo-les-Bains
32101,4699,09.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,celeri rave (lot de 3ou4),64250.0,Cambo-les-Bains
32102,4699,09.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,courge longue de naples (1kg),64250.0,Cambo-les-Bains
32103,4699,09.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,Fenouil (500gr),64250.0,Cambo-les-Bains
32104,4699,09.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64250.0,Cambo-les-Bains
32105,4699,09.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,Pomme de terre de l'année (1kg),64250.0,Cambo-les-Bains
32106,4699,09.10.2019, FERME IXURIBEHEREA,FROMAGES,Garralda.,64250.0,Cambo-les-Bains
32107,4699,09.10.2019, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64250.0,Cambo-les-Bains
32108,4700,09.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,betterave rouge (la botte),64250.0,Cambo 
32109,4700,09.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64250.0,Cambo 
32110,4700,09.10.2019,FERME IDOIA,ÉPICERIE,Pâte à tartiner Miel et Noisette  (pot de 250gr),64250.0,Cambo 
32111,4700,09.10.2019, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64250.0,Cambo 
32112,4701,09.10.2019, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,40220.0,TARNOS
32113,4701,09.10.2019, FERME ESNEKIAK,CRÈMERIE,Fromage blanc de vache nature campagne bio (500g).,40220.0,TARNOS
32114,4701,09.10.2019, FERME ESNEKIAK,CRÈMERIE,"Yaourt aux fruits, bio, au lait entier (4 x 125g).",40220.0,TARNOS
32115,4701,09.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),40220.0,TARNOS
32116,4701,09.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene,40220.0,TARNOS
32117,4702,09.10.2019, FERME ESNEKIAK,CRÈMERIE,Yaourt a la myrtille bio  au lait entier (4 x 125g).,64240.0,Hasparren
32118,4702,09.10.2019, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64240.0,Hasparren
32119,4702,09.10.2019, FERME IXURIBEHEREA,FROMAGES,Garralda.,64240.0,Hasparren
32120,4702,09.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,Pastèque en quartier de 1Kg,64240.0,Hasparren
32121,4702,09.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,celeri rave (lot de 3ou4),64240.0,Hasparren
32122,4703,10.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,aubergine variée (750gr),64100.0,Bayonne
32123,4703,10.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64100.0,Bayonne
32124,4703,10.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,oignon jaune (750g),64100.0,Bayonne
32125,4703,10.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64100.0,Bayonne
32126,4703,10.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64100.0,Bayonne
32127,4703,10.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,pomme de terre vapeur (2kg),64100.0,Bayonne
32128,4703,10.10.2019, FERME IXURIBEHEREA,FRUITS & LÉGUMES,pommes Eri sagarra (1kg),64100.0,Bayonne
32129,4703,10.10.2019, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64100.0,Bayonne
32130,4703,10.10.2019, FERME IXURIBEHEREA,FROMAGES,Xedarri.,64100.0,Bayonne
32132,4704,12.10.2019,FERME IHITIA,ÉPICERIE,CIDRE FERMIER (1l),64250.0,ESPELETTE
32133,4704,12.10.2019,FERME XEMIANIA,ÉPICERIE SALÉE,Coquillettes semi complètes (pates) 500 gr AB,64250.0,ESPELETTE
32135,4704,12.10.2019,FERME ISAKENIA,FRUITS & LÉGUMES,Epinard (300g),64250.0,ESPELETTE
32136,4704,12.10.2019,FERME JARA XOLAN,VIANDES,Foie de veau (200 gr) E.,64250.0,ESPELETTE
32137,4704,12.10.2019, FERME IXURIBEHEREA,FRUITS & LÉGUMES,pommes Eri sagarra (1kg),64250.0,ESPELETTE
32138,4705,12.10.2019, FERME ESNEKIAK,CRÈMERIE,"Yaourt au citron, bio,  au lait entier (4 x 125g).",64250.0,ESPELETTE
32139,4705,12.10.2019, FERME ESNEKIAK,CRÈMERIE,Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,64250.0,ESPELETTE
32140,4706,13.10.2019, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64640.0,Saint-Esteben 
32141,4706,13.10.2019, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64640.0,Saint-Esteben 
32142,4706,13.10.2019,FERME JARA XOLAN,VIANDES,Cotes de veau découverte (250 gr) E.,64640.0,Saint-Esteben 
32143,4706,13.10.2019,FERME JARA XOLAN,VIANDES,Sauté de veau (500 gr) E.,64640.0,Saint-Esteben 
32144,4708,13.10.2019, FERME ESNEKIAK,CRÈMERIE,"Fromage blanc de vache nature,lisse bio (500g).",64240.0,HASPARREN
32145,4708,13.10.2019, FERME ESNEKIAK,CRÈMERIE,"Yaourt aux fruits, bio, au lait entier (4 x 125g).",64240.0,HASPARREN
32146,4708,13.10.2019, FERME IXURIBEHEREA,FROMAGES,Sarrin frais.,64240.0,HASPARREN
32147,4708,13.10.2019, FERME IXURIBEHEREA,FRUITS & LÉGUMES,pommes Eri sagarra (1kg),64240.0,HASPARREN
32148,4708,13.10.2019, FERME AROZTEGIA,NOS PRODUITS,Patate douce 1kg,64240.0,HASPARREN
32149,4708,13.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,Pomme de terre de l'année (1kg),64240.0,HASPARREN
32150,4708,13.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64240.0,HASPARREN
32151,4708,13.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,Persil (la botte),64240.0,HASPARREN
32153,4708,13.10.2019,FERME IDOIA,ÉPICERIE,Miel fleurs de printemps (500g),64240.0,HASPARREN
32154,4709,14.10.2019, FERME ESNEKIAK,CRÈMERIE,Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,64210.0,AHETZE
32155,4709,14.10.2019, FERME ESNEKIAK,CRÈMERIE,"Yaourt au citron, bio,  au lait entier (4 x 125g).",64210.0,AHETZE
32156,4709,14.10.2019, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64210.0,AHETZE
32157,4709,14.10.2019,FERME IDOIA,ÉPICERIE,Miel d' Acacia (pot de 500g),64210.0,AHETZE
32158,4709,14.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,courge longue de naples (1kg),64210.0,AHETZE
32159,4709,14.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,Pomme de terre de l'année (1kg),64210.0,AHETZE
32160,4709,14.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,Persil (la botte),64210.0,AHETZE
32161,4709,14.10.2019, FERME AROZTEGIA,NOS PRODUITS,Patate douce 1kg,64210.0,AHETZE
32162,4709,14.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,oignon jaune (750g),64210.0,AHETZE
32163,4709,14.10.2019,FERME ISAKENIA,FRUITS & LÉGUMES,Batavia ou feuille de chene,64210.0,AHETZE
32164,4710,14.10.2019, FERME ESNEKIAK,CRÈMERIE,Yaourt nature bio au lait entier (4 x125 gr).,64600.0,Anglet
32165,4710,14.10.2019, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64600.0,Anglet
32166,4710,14.10.2019,FERME IDOIA,ÉPICERIE,Pollen de chataigner ( 250 gr),64600.0,Anglet
32167,4710,14.10.2019, FERME IXURIBEHEREA,FRUITS & LÉGUMES,pommes Eri sagarra (1kg),64600.0,Anglet
32168,4710,14.10.2019,FERME ISAKENIA,FRUITS & LÉGUMES,Epinard (300g),64600.0,Anglet
32169,4710,14.10.2019,FERME ISAKENIA,FRUITS & LÉGUMES,Batavia ou feuille de chene,64600.0,Anglet
32170,4710,14.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64600.0,Anglet
32171,4710,14.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,Poivron varié (750gr),64600.0,Anglet
32172,4710,14.10.2019, FERME AROZTEGIA,NOS PRODUITS,Patate douce 1kg,64600.0,Anglet
32173,4710,14.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,oignon jaune (750g),64600.0,Anglet
32174,4710,14.10.2019, FERME AROZTEGIA,FRUITS & LÉGUMES,Piment doux du pays basque (250g),64600.0,Anglet
32176,4710,14.10.2019,FERME ITURRIETXEA,VOLAILLES & OEUFS,"Petit poulet fermier 1,250 kg (+/- 100 gr) AB.",64600.0,Anglet
32177,4710,14.10.2019,FERME JARA XOLAN,VIANDES,Préparation de viande hachée de veau (120 gr) E.,64600.0,Anglet
32178,4711,14.10.2019,FERME ISAKENIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64600.0,ANGLET
32179,4711,14.10.2019,FERME ISAKENIA,FRUITS & LÉGUMES,Batavia ou feuille de chene,64600.0,ANGLET
