26676,163,Bidos,bidos,64400,43.1784,-0.605833
26706,163,Esquiule,esquiule,64400,43.2,-0.716667
26708,163,Estos,estos,64400,43.216667,-0.616667
26712,163,Eysus,eysus,64400,43.133333,-0.583333
26719,163,Géronce,geronce,64400,43.233333,-0.683333
26721,163,Geüs-d\Oloron,geus-doloron,64400,43.25,-0.7
26722,163,Goès,goes,64400,43.2,-0.583333
26725,163,Gurmençon,gurmencon,64400,43.15,-0.6
26758,163,Ledeuix,ledeuix,64400,43.216667,-0.616667
26784,163,Moumour,moumour,64400,43.216667,-0.666667
26791,163,Oloron-Sainte-Marie,oloron-sainte-marie,64400,43.2,-0.6
26795,163,Orin,orin,64400,43.233333,-0.666667
26806,163,Poey-d\Oloron,poey-doloron,64400,43.25,-0.666667
26809,163,Précilhon,precilhon,64400,43.2,-0.583333
26818,163,Saint-Goin,saint-goin,64400,43.25,-0.7
26827,163,Saucède,saucede,64400,43.266667,-0.683333
26841,163,Verdets,verdets,64400,43.233333,-0.65
26456,163,Arget,arget,64410,43.55,-0.533333
26462,163,Arzacq-Arraziguet,arzacq-arraziguet,64410,43.533333,-0.416667
26484,163,Bouillon,bouillon,64410,43.5,-0.5
26488,163,Cabidos,cabidos,64410,43.55,-0.466667
26505,163,Coublucq,coublucq,64410,43.533333,-0.366667
26514,163,Fichous-Riumayou,fichous-riumayou,64410,43.483333,-0.45
26518,163,Garos,garos,64410,43.5,-0.466667
26540,163,Larreule,larreule,64410,43.483333,-0.466667
26549,163,Lonçon,loncon,64410,43.466667,-0.416667
26551,163,Louvigny,louvigny,64410,43.5,-0.45
26556,163,Malaussanne,malaussanne,64410,43.566667,-0.466667
26561,163,Méracq,meracq,64410,43.516667,-0.383333
26563,163,Mialos,mialos,64410,43.5,-0.4
26572,163,Montagut,montagut,64410,43.566667,-0.5
26586,163,Piets-Plasence-Moustrou,piets-plasence-moustrou,64410,43.516667,-0.5
26589,163,Pouliacq,pouliacq,64410,43.533333,-0.35
26590,163,Poursiugues-Boucoue,poursiugues-boucoue,64410,43.55,-0.366667
26608,163,Séby,seby,64410,43.483333,-0.4
26622,163,Vignes,vignes,64410,43.516667,-0.416667
26363,163,Andoins,andoins,64420,43.3,-0.233333
26367,163,Arrien,arrien,64420,43.316667,-0.15
26370,163,Artigueloutan,artigueloutan,64420,43.266667,-0.25
26394,163,Eslourenties-Daban,eslourenties-daban,64420,43.3,-0.133333
26396,163,Espoey,espoey,64420,43.25,-0.166667
26399,163,Gomer,gomer,64420,43.25,-0.183333
26402,163,Hours,hours,64420,43.233333,-0.166667
26412,163,Limendous,limendous,64420,43.283333,-0.183333
26415,163,Lourenties,lourenties,64420,43.283333,-0.166667
26416,163,Lucgarier,lucgarier,64420,43.233333,-0.183333
26427,163,Nousty,nousty,64420,43.266667,-0.216667
26443,163,Saubole,saubole,64420,43.316667,-0.116667
26449,163,Soumoulou,soumoulou,64420,43.266667,-0.183333
26633,163,Aldudes,aldudes,64430,43.1,-1.433333
26663,163,Banca,banca,64430,43.116667,-1.366667
26816,163,Saint-Etienne-de-Baïgorry,saint-etienne-de-baigorry,64430,43.166667,-1.35
26840,163,Urepel,urepel,64430,43.066667,-1.416667
26671,163,Béost,beost,64440,43,-0.416667
26700,163,Eaux-Bonnes,eaux-bonnes,64440,42.975,-0.391667
26754,163,Laruns,laruns,64440,42.983333,-0.416667
26769,163,Louvie-Soubiron,louvie-soubiron,64440,43,-0.433333
26455,163,Argelos,argelos,64450,43.45,-0.35
26463,163,Astis,astis,64450,43.433333,-0.333333
26467,163,Auga,auga,64450,43.483333,-0.366667
26468,163,Auriac,auriac,64450,43.45,-0.3
26486,163,Bournos,bournos,64450,43.433333,-0.383333
26510,163,Doumy,doumy,64450,43.45,-0.366667
